"","skeleton_id","neuron_name","Class 1","Class 2","Merge Class","is_pdiff","is_usplit","is_LNpre","is_brain","Hemisphere","Pair","Pair ID","lineage","dendrite_input","axon_input","Class4"
"12"," 2584838","(30a ORN right) [] #2584838","sens","ORN","sens-ORN","FALSE","FALSE","FALSE","FALSE","R"," 3768025","1085","unk","   0"," 24",NA
"13"," 3708875","(33a ORN left) [] #3708875","sens","ORN","sens-ORN","FALSE","FALSE","FALSE","FALSE","L"," 3872653","1086","unk","   0"," 16",NA
"14"," 3872653","(33a ORN right) [] #3872653","sens","ORN","sens-ORN","FALSE","FALSE","FALSE","FALSE","R"," 3708875","1086","unk","   0"," 10",NA
"15"," 3465659","(35a ORN left) [] #3465659","sens","ORN","sens-ORN","FALSE","FALSE","FALSE","FALSE","L"," 3840345","1087","unk","   0"," 34",NA
"16"," 3840345","(35a ORN right) [] #3840345","sens","ORN","sens-ORN","FALSE","FALSE","FALSE","FALSE","R"," 3465659","1087","unk","   0"," 39",NA
"17"," 4778745","(3rd Thermo - to peduncle #1 left) [*DPLc_post_lat_l akira] #4778745","Unk","","Unk","FALSE","FALSE","FALSE","TRUE","L"," 4319395"," 114","DPLc_postat","  56"," 19",NA
"18"," 4319395","(3rd Thermo - to peduncle #1 right) [*DPLc_post_lat_r akira] #4319395","Unk","","Unk","FALSE","FALSE","FALSE","TRUE","R"," 4778745"," 114","DPLc_postat","  56"," 19",NA
"19"," 9201911","(3rd Thermo - to peduncle #2 left) [unknown lineage] #9201911","Unk","","Unk","FALSE","FALSE","FALSE","TRUE","L","17591687"," 322","unk","  56"," 21",NA
"20","17591687","(3rd Thermo - to peduncle #2 right) [*DPLc_post_lat_r akira] #17591687","Unk","","Unk","FALSE","FALSE","FALSE","TRUE","R"," 9201911"," 322","DPLc_postat","  38"," 21",NA
"21"," 7582412","(3rd Thermo Left - ADL022) [*BLAd-vm_l akira] #7582412","Unk","","Unk","FALSE","FALSE","FALSE","TRUE","L"," 2776773"," 222","BLAd-vm","  67"," 16",NA
"22"," 2776773","(3rd Thermo Right - ADL022) [*BLAd-vl_r akira] #2776773","Unk","","Unk","FALSE","FALSE","FALSE","TRUE","R"," 7582412"," 222","BLAd-vl","  71"," 30",NA
"23"," 5289042","(3rd-Thermo Order left) [unknown lineage] #5289042","Unk","","Unk","FALSE","FALSE","FALSE","TRUE","L"," 8598886"," 130","unk","  42","  4",NA
"24"," 4926999","(3rd-order Thermo left; (possible PVL005 )) [unknown lineage] #4926999","Unk","","Unk","FALSE","FALSE","FALSE","TRUE","L","      -1","  -1","unk","  37"," 21",NA
"25"," 8598886","(3rd-order Thermo right; CPLd interneuron) [*BLP12_r akira] #8598886","Unk","","Unk","FALSE","FALSE","FALSE","TRUE","R"," 5289042"," 130","BLP12","  51"," 13",NA
"26"," 3464773","(42a ORN left) [] #3464773","sens","ORN","sens-ORN","FALSE","FALSE","FALSE","FALSE","L"," 3827211","1088","unk","   0"," 73",NA
"27"," 3827211","(42a ORN right) [] #3827211","sens","ORN","sens-ORN","FALSE","FALSE","FALSE","FALSE","R"," 3464773","1088","unk","   0"," 73",NA
"28"," 3410499","(42b ORN left) [] #3410499","sens","ORN","sens-ORN","FALSE","FALSE","FALSE","FALSE","L"," 2608843","1089","unk","   0"," 59",NA
"29"," 2608843","(42b ORN right) [] #2608843","sens","ORN","sens-ORN","FALSE","FALSE","FALSE","FALSE","R"," 3410499","1089","unk","   0"," 53",NA
"30"," 3963891","(45a ORN right) [] #3963891","sens","ORN","sens-ORN","FALSE","FALSE","FALSE","FALSE","R"," 3716797","1090","unk","   0"," 50",NA
"31"," 5090549","(45b ORN left) [] #5090549","sens","ORN","sens-ORN","FALSE","FALSE","FALSE","FALSE","L"," 3813723","1091","unk","   0"," 23",NA
"32"," 3813723","(45b ORN right) [] #3813723","sens","ORN","sens-ORN","FALSE","FALSE","FALSE","FALSE","R"," 5090549","1091","unk","   0"," 46",NA
"33"," 3694515","(47a & 33b ORN left) [] #3694515","sens","ORN","sens-ORN","FALSE","FALSE","FALSE","FALSE","L"," 3896629","1092","unk","   0"," 35",NA
"34"," 3896629","(47a & 33b ORN right) [] #3896629","sens","ORN","sens-ORN","FALSE","FALSE","FALSE","FALSE","R"," 3694515","1092","unk","   0"," 32",NA
"35"," 3771794","(49a ORN left) [] #3771794","sens","ORN","sens-ORN","FALSE","FALSE","FALSE","FALSE","L"," 7658146","1093","unk","   0"," 24",NA
"36"," 7658146","(49a ORN right) [] #7658146","sens","ORN","sens-ORN","FALSE","FALSE","FALSE","FALSE","R"," 3771794","1093","unk","   0"," 35",NA
"37"," 6340439","(59a ORN left) [] #6340439","sens","ORN","sens-ORN","FALSE","FALSE","FALSE","FALSE","L"," 4076389","1094","unk","   0"," 30",NA
"38"," 4076389","(59a ORN right) [] #4076389","sens","ORN","sens-ORN","FALSE","FALSE","FALSE","FALSE","R"," 6340439","1094","unk","   0"," 37",NA
"39"," 7952981","(5thLN;left) [*BLAd-OL_l akira] #7952981","vPN","","vPN","FALSE","FALSE","FALSE","TRUE","L"," 8717219"," 243","BLAd-OL"," 114"," 20","PN"
"40"," 8717219","(5thLN;right) [*BLAd-OL_r akira] #8717219","vPN","","vPN","FALSE","FALSE","FALSE","TRUE","R"," 7952981"," 243","BLAd-OL","  80","  9","PN"
"41"," 3158543","(63a ORN left) [] #3158543","sens","ORN","sens-ORN","FALSE","FALSE","FALSE","FALSE","L"," 7719547","1095","unk","   0"," 32",NA
"42"," 7719547","(63a ORN right) [] #7719547","sens","ORN","sens-ORN","FALSE","FALSE","FALSE","FALSE","R"," 3158543","1095","unk","   0"," 53",NA
"43"," 6791927","(67b ORN left) [] #6791927","sens","ORN","sens-ORN","FALSE","FALSE","FALSE","FALSE","L"," 3790004","1096","unk","   0"," 43",NA
"44"," 3790004","(67b ORN right) [] #3790004","sens","ORN","sens-ORN","FALSE","FALSE","FALSE","FALSE","R"," 6791927","1096","unk","   0"," 49",NA
"45"," 7542938","(74a ORN left) [] #7542938","sens","ORN","sens-ORN","FALSE","FALSE","FALSE","FALSE","L"," 3885215","1097","unk","   0"," 40",NA
"46"," 3885215","(74a ORN right) [] #3885215","sens","ORN","sens-ORN","FALSE","FALSE","FALSE","FALSE","R"," 7542938","1097","unk","   0"," 67",NA
"47"," 3774568","(82a ORN left) [] #3774568","sens","ORN","sens-ORN","FALSE","FALSE","FALSE","FALSE","L"," 3980315","1098","unk","   0"," 38",NA
"48"," 3980315","(82a ORN right) [] #3980315","sens","ORN","sens-ORN","FALSE","FALSE","FALSE","FALSE","R"," 3774568","1098","unk","   0"," 53",NA
"49"," 3547397","(83a ORN left) [] #3547397","sens","ORN","sens-ORN","FALSE","FALSE","FALSE","FALSE","L"," 2571761","1099","unk","   0"," 59",NA
"50"," 2571761","(83a ORN right) [] #2571761","sens","ORN","sens-ORN","FALSE","FALSE","FALSE","FALSE","R"," 3547397","1099","unk","   0"," 67",NA
"51"," 3410506","(85c ORN left) [] #3410506","sens","ORN","sens-ORN","FALSE","FALSE","FALSE","FALSE","L"," 3893195","1100","unk","   0"," 44",NA
"52"," 3893195","(85c ORN right) [] #3893195","sens","ORN","sens-ORN","FALSE","FALSE","FALSE","FALSE","R"," 3410506","1100","unk","   0"," 54",NA
"53"," 3511996","(94a & 94b ORN left) [] #3511996","sens","ORN","sens-ORN","FALSE","FALSE","FALSE","FALSE","L"," 3958234","1101","unk","   0"," 33",NA
"54"," 3958234","(94a & 94b ORN right) [] #3958234","sens","ORN","sens-ORN","FALSE","FALSE","FALSE","FALSE","R"," 3511996","1101","unk","   0"," 57",NA
"55","17360254","(AB left; DALv1 L Lineage - Downstream A00c) [*DALv1_l akira] #17360254","Unk","","Unk","FALSE","TRUE","TRUE","TRUE","L"," 4393350"," 943","DALv1"," 104","  0",NA
"56"," 4393350","(AB right; Timo's Tel-like anterior cell body) [*DALv1_r akira] #4393350","Unk","","Unk","FALSE","TRUE","TRUE","TRUE","R","17360254"," 943","DALv1","  90","  0",NA
"57","11216417"," (ADC1_left) [*DPMl_ant_dor_l akira, *DPMl_ant_ven_l akira] #11216417","Unk","","Unk","FALSE","FALSE","FALSE","TRUE","L"," 8451818"," 486","unk"," 137"," 79",NA
"58"," 8451818","(ADC1_right) [*DPMl_ant_dor_r akira] #8451818","Unk","","Unk","FALSE","FALSE","FALSE","TRUE","R","11216417"," 486","DPMl_ant_dor"," 133"," 76",NA
"59","11027071","(AF0: neuron left) [*DPLm1_l akira] #11027071","Unk","","Unk","FALSE","FALSE","FALSE","TRUE","L"," 3010486"," 471","DPLm1","  78"," 15",NA
"60"," 3010486","(AF0: neuron right) [*DPLm1_r akira] #3010486","Unk","","Unk","FALSE","FALSE","FALSE","TRUE","R","11027071"," 471","DPLm1"," 113"," 14",NA
"61"," 9408003","(AF1 left) [*DPLc_post_lat_l akira] #9408003","Unk","","Unk","FALSE","FALSE","FALSE","TRUE","L"," 6061068"," 336","DPLc_postat"," 148"," 44",NA
"62"," 6061068","(AF1 right) [*DPLc_post_lat_r akira] #6061068","Unk","","Unk","FALSE","FALSE","FALSE","TRUE","R"," 9408003"," 336","DPLc_postat"," 166"," 26",NA
"63"," 4636432","(AF13: 3rd-order Thermo (possible PVL005 )4 Left) [*BLVa34_l akira] #4636432","Unk","","Unk","FALSE","FALSE","FALSE","TRUE","L"," 9808146"," 107","BLVa34","  60"," 32",NA
"64"," 9808146","(AF13: 3rd-order Thermo (possible PVL005 )4 Right) [*BLVa34_r akira] #9808146","Unk","","Unk","FALSE","FALSE","FALSE","TRUE","R"," 4636432"," 107","BLVa34","  87"," 34",NA
"65","17244655","(AF3 left) [*DPLm2_l akira] #17244655","Unk","","Unk","FALSE","FALSE","FALSE","TRUE","L","17360593"," 909","DPLm2","  17"," 16",NA
"66","17360593"," (AF3 right) [*DPLm_r akira, *DPLm2_r akira] #17360593","Unk","","Unk","FALSE","FALSE","FALSE","TRUE","R","17244655"," 909","unk","  42"," 19",NA
"67"," 4785242","(AF3 thermo 3rd left) [*DPLm2_l akira] #4785242","Unk","","Unk","FALSE","FALSE","FALSE","TRUE","L"," 2935198"," 116","DPLm2"," 124"," 17",NA
"68"," 2935198","(AF3 thermo 3rd right) [*DPLm_r akira] #2935198","Unk","","Unk","FALSE","FALSE","FALSE","TRUE","R"," 4785242"," 116","DPLm"," 124"," 12",NA
"69","17641913","(AF4: TOH left) [*DPLm2_l akira] #17641913","Unk","","Unk","FALSE","FALSE","FALSE","TRUE","L","13429045"," 966","DPLm2","  95"," 25",NA
"70","13429045"," (AF4: TOH right; Large Spider Neuron right) [*DPLm_r akira, *DPLm2_r akira] #13429045","Unk","","Unk","FALSE","FALSE","FALSE","TRUE","R","17641913"," 966","unk"," 112"," 14",NA
"71"," 3158085","(AF5: Short-presynaptic-D-1L) [*DPLc_post_lat_r akira] #3158085","Unk","","Unk","FALSE","FALSE","FALSE","TRUE","R"," 2597151","  16","DPLc_postat"," 164"," 24",NA
"72"," 2597151","(AF5: Short-presynaptic-D-1R) [*DPLc_post_lat_l akira] #2597151","Unk","","Unk","FALSE","FALSE","FALSE","TRUE","L"," 3158085","  16","DPLc_postat"," 140"," 13",NA
"73"," 6133702","(AF6 right - ASB TODO 1.1) [*DPLc_post_lat_r akira] #6133702","Unk","","Unk","FALSE","FALSE","FALSE","TRUE","R"," 3946364","  66","DPLc_postat"," 110"," 32",NA
"74"," 3946364","(AF6: Munin Output left) [*DPLc_post_lat_l akira] #3946364","Unk","","Unk","FALSE","FALSE","FALSE","TRUE","L"," 6133702","  66","DPLc_postat"," 112"," 33",NA
"75","14818307","(AF7: C Shaped left) [*BLDc_l akira] #14818307","Unk","","Unk","FALSE","FALSE","FALSE","TRUE","L"," 3932136"," 661","BLDc"," 131"," 17",NA
"76"," 3932136","(AF7: C Shaped right) [*DPLl_r akira] #3932136","Unk","","Unk","FALSE","FALSE","FALSE","TRUE","R","14818307"," 661","DPLl"," 132"," 41",NA
"77","12387154","(AF7: PDL_left_sibling 35) [unknown lineage] #12387154","Unk","","Unk","FALSE","FALSE","FALSE","TRUE","L"," 8723267"," 552","unk","  91"," 16",NA
"78"," 8723267","(AF7: PDL_right_sibling 35) [unknown lineage] #8723267","Unk","","Unk","FALSE","FALSE","FALSE","TRUE","R","12387154"," 552","unk"," 161"," 14",NA
"79","17776906","(AF8: PDL_left_sibling) [*DPLp_l akira] #17776906","Unk","","Unk","FALSE","FALSE","FALSE","TRUE","L"," 4101295","1002","DPLp","  77","  2",NA
"80"," 4101295","(AF8: PDL_right_sibling) [*DPLp_r akira] #4101295","Unk","","Unk","FALSE","FALSE","FALSE","TRUE","R","17776906","1002","DPLp"," 119"," 21",NA
"81","16494105","(AF9: brush left) [*DPLp_l akira] #16494105","Unk","","Unk","FALSE","FALSE","FALSE","TRUE","L"," 4108720"," 795","DPLp","  62"," 14",NA
"82"," 4108720","(AF9: brush right) [*DPLp_r akira] #4108720","Unk","","Unk","FALSE","FALSE","FALSE","TRUE","R","16494105"," 795","DPLp","  99"," 17",NA
"83","17732031","(AF: DPLal BPL-to-medial_left) [*DPLal1-3_l akira] #17732031","Unk","","Unk","FALSE","FALSE","FALSE","TRUE","L","11081239"," 987","DPLal1-3","  91"," 32",NA
"84","11081239"," (AF: DPLal BPL-to-medial_right) [*DPLal1-3_r akira, DPLal] #11081239","Unk","","Unk","FALSE","FALSE","FALSE","TRUE","R","17732031"," 987","unk"," 248"," 17",NA
"85"," 2284021","(AN-L-Sens-B1-ACa-01) [] #2284021","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0"," 30",NA
"86","13744425","(AN-L-Sens-B1-ACa-02) [] #13744425","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0"," 10",NA
"87","15770032","(AN-L-Sens-B1-ACa-03) [] #15770032","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0","  3",NA
"88"," 1367171","(AN-L-Sens-B1-ACa-04) [] #1367171","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0","  1",NA
"89"," 1398253","(AN-L-Sens-B1-ACa-05) [] #1398253","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0"," 13",NA
"90"," 1392771","(AN-L-Sens-B1-ACa-06) [] #1392771","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0","  7",NA
"91"," 1377586","(AN-L-Sens-B1-ACa-07) [] #1377586","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0","  2",NA
"92","15769419","(AN-L-Sens-B1-ACa-08) [] #15769419","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0"," 20",NA
"93"," 1405493","(AN-L-Sens-B1-ACa-09) [] #1405493","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0"," 12",NA
"94","   40152","(AN-L-Sens-B1-ACa-10) [] #40152","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0","  7",NA
"95"," 1395971","(AN-L-Sens-B1-ACa-11) [] #1395971","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0","  7",NA
"96"," 1400725","(AN-L-Sens-B1-ACa-12) [] #1400725","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0","  3",NA
"97"," 9838294","(AN-L-Sens-B1-ACa-13) [] #9838294","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0","  2",NA
"98"," 1406463","(AN-L-Sens-B1-ACa-14) [] #1406463","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0","  4",NA
"99"," 1391179","(AN-L-Sens-B1-ACa-15) [] #1391179","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0","  8",NA
"100"," 1414206","(AN-L-Sens-B1-AVa-16) [] #1414206","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0"," 15",NA
"101"," 1375101","(AN-L-Sens-B1-AVa-17) [] #1375101","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0"," 13",NA
"102"," 1432836","(AN-L-Sens-B1-AVa-18) [] #1432836","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0"," 11",NA
"103","15769680","(AN-L-Sens-B1-AVa-19) [] #15769680","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0"," 20",NA
"104"," 1429969","(AN-L-Sens-B1-AVa-20) [] #1429969","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0"," 15",NA
"105"," 1435466","(AN-L-Sens-B1-AVa-21) [] #1435466","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0"," 19",NA
"106"," 1428271","(AN-L-Sens-B1-AVa-22) [] #1428271","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0","  7",NA
"107","15984797","(AN-L-Sens-B1-AVa-23) [] #15984797","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0","  6",NA
"108","15770904","(AN-L-Sens-B1-AVa-24) [] #15770904","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0"," 15",NA
"109","15770945","(AN-L-Sens-B1-AVa-25) [] #15770945","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0"," 52",NA
"110"," 1415168","(AN-L-Sens-B1-AVa-26) [] #1415168","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0"," 34",NA
"111"," 1431256","(AN-L-Sens-B1-AVa-27) [] #1431256","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0"," 14",NA
"112","15982306","(AN-L-Sens-B1-AVa-28) [] #15982306","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0","  6",NA
"113"," 9820270","(AN-L-Sens-B1-AVa-29) [] #9820270","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0"," 13",NA
"114"," 7424178","(AN-L-Sens-B1-AVa-30) [] #7424178","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0"," 12",NA
"115"," 1419315","(AN-L-Sens-B1-AVa-31) [] #1419315","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0"," 16",NA
"116"," 1427012","(AN-L-Sens-B1-AVa-32) [] #1427012","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0","  3",NA
"117","17380936","(AN-L-Sens-B1-AVa-33) [] #17380936","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0"," 13",NA
"118","15983225","(AN-L-Sens-B1-AVa-34) [] #15983225","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0","  6",NA
"119","15984231","(AN-L-Sens-B1-AVa-35) [] #15984231","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0","  4",NA
"120","15994926","(AN-L-Sens-B1-AVa-36) [] #15994926","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0","  6",NA
"121","15995327","(AN-L-Sens-B1-AVa-37) [] #15995327","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0"," 13",NA
"122","15766999","(AN-L-Sens-B1-AVa-38) [] #15766999","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0"," 64",NA
"123","15983156","(AN-L-Sens-B1-AVa-39) [] #15983156","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0"," 36",NA
"124"," 1351125","(AN-L-Sens-B1-AVa-40) [] #1351125","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0"," 24",NA
"125","15997666","(AN-L-Sens-B2-ACp-01) [] #15997666","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0"," 16",NA
"126"," 1011675","(AN-L-Sens-B2-ACp-02) [] #1011675","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0"," 14",NA
"127"," 7439909","(AN-L-Sens-B2-ACp-03) [] #7439909","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0","  2",NA
"128","15998782","(AN-L-Sens-B2-ACp-04) [] #15998782","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0"," 10",NA
"129","15998469","(AN-L-Sens-B2-ACp-05) [] #15998469","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0","  9",NA
"130","15997983","(AN-L-Sens-B2-ACp-06) [] #15997983","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0","  8",NA
"131","15590761","(AN-L-Sens-B2-ACp-07) [] #15590761","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0","  1",NA
"132","15998218","(AN-L-Sens-B2-ACp-08) [] #15998218","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0","  6",NA
"133","15998768","(AN-L-Sens-B2-ACp-09) [] #15998768","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0","  8",NA
"134","15998307","(AN-L-Sens-B2-ACp-10) [] #15998307","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0","  9",NA
"135","15996518","(AN-L-Sens-B2-ACp-11) [] #15996518","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0"," 18",NA
"136","15998817","(AN-L-Sens-B2-ACp-12) [] #15998817","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0"," 10",NA
"137","15998100","(AN-L-Sens-B2-ACp-13) [] #15998100","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0","  8",NA
"138","15997645","(AN-L-Sens-B2-ACp-14) [] #15997645","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0"," 12",NA
"139","15998261","(AN-L-Sens-B2-ACp-15) [] #15998261","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0","  5",NA
"140","15997807","(AN-L-Sens-B2-ACp-16) [] #15997807","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0","  6",NA
"141"," 1715990","(AN-L-Sens-B2-ACp-17) [] #1715990","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0"," 16",NA
"142","15997692","(AN-L-Sens-B2-ACp-18) [] #15997692","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0","  8",NA
"143"," 1706716","(AN-L-Sens-B2-ACp-19) [] #1706716","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0","  3",NA
"144","15995929","(AN-L-Sens-B2-ACp-20) [] #15995929","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0","  2",NA
"145","11671564","(AN-L-Sens-B2-ACp-21) [] #11671564","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0","  5",NA
"146","15995404","(AN-L-Sens-B2-ACp-22) [] #15995404","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0","  8",NA
"147","15997929","(AN-L-Sens-B2-ACp-23) [] #15997929","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0","  8",NA
"148"," 1709802","(AN-L-Sens-B2-AVa-24 (PPS mechano)) [] #1709802","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0","  6",NA
"149","15998753","(AN-L-Sens-B2-AVa-25 (PPS mechano)) [] #15998753","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0","  4",NA
"150"," 1347886","(AN-L-Sens-B2-AVp-01) [] #1347886","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0"," 37",NA
"151","15998899","(AN-L-Sens-B2-AVp-02) [] #15998899","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0"," 19",NA
"152","15996160","(AN-L-Sens-B2-AVp-03) [] #15996160","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0","  5",NA
"153","15998913","(AN-L-Sens-B2-VM-04) [] #15998913","sens","AN","sens-AN","FALSE","FALSE","FALSE","FALSE","L","      -1","  -1","unk","   0"," 17",NA
